Unnamed: 0,loan_percent_income,person_income,loan_intent,loan_grade,loan_int_rate,person_age,loan_amnt,default,predicted_default_prob,loan_status_text,past_default_text
235,0.08,182952,PERSONAL,A,6.03,25,15000,0,0.0,Оплачен,Нет дефолтов в БКИ
236,0.34,74004,DEBTCONSOLIDATION,E,16.35,23,25000,1,0.9345429666119323,Дефолт,Нет дефолтов в БКИ
237,0.34,74004,DEBTCONSOLIDATION,D,11.011694892245036,26,25000,1,0.8461219564638729,Дефолт,Были дефолты в БКИ
238,0.31,81000,DEBTCONSOLIDATION,A,7.29,25,25000,1,0.5312645899407105,Дефолт,Нет дефолтов в БКИ
239,0.31,81600,MEDICAL,B,11.36,23,25000,1,0.4720738577292307,Дефолт,Нет дефолтов в БКИ
240,0.3,82000,VENTURE,B,10.25,24,25000,0,0.007337439572356011,Оплачен,Нет дефолтов в БКИ
241,0.3,83000,EDUCATION,B,11.12,24,25000,0,0.13858311824142885,Оплачен,Нет дефолтов в БКИ
242,0.3,83000,PERSONAL,D,12.92,24,25000,0,0.5096774764435555,Оплачен,Были дефолты в БКИ
243,0.1,180000,EDUCATION,E,18.64,24,18000,0,0.3301627193533312,Оплачен,Были дефолты в БКИ
244,0.16,180000,PERSONAL,A,7.51,23,28000,0,0.012099344334260773,Оплачен,Нет дефолтов в БКИ
245,0.28,14400,HOMEIMPROVEMENT,E,16.7,23,4000,1,1.0,Дефолт,Нет дефолтов в БКИ
246,0.15,14400,PERSONAL,B,11.14,22,2100,0,0.29732595185080274,Оплачен,Нет дефолтов в БКИ
247,0.3,84500,PERSONAL,F,18.3,22,25000,0,0.19024773389945868,Оплачен,Нет дефолтов в БКИ
248,0.29,85000,MEDICAL,B,10.62,24,25000,0,0.02271296721851692,Оплачен,Нет дефолтов в БКИ
249,0.08,180000,VENTURE,B,11.99,24,14000,0,0.0012841091492776886,Оплачен,Нет дефолтов в БКИ
250,0.07,180000,VENTURE,B,9.63,26,12000,0,0.0,Оплачен,Нет дефолтов в БКИ
251,0.06,142800,MEDICAL,F,18.25,25,10000,1,0.8584661950515609,Дефолт,Нет дефолтов в БКИ
252,0.41,14664,DEBTCONSOLIDATION,C,11.011694892245036,23,6000,1,1.0,Дефолт,Нет дефолтов в БКИ
253,0.29,87000,HOMEIMPROVEMENT,D,14.84,24,25000,0,0.2196748146763617,Оплачен,Нет дефолтов в БКИ
254,0.33,75000,VENTURE,E,14.7,24,25000,1,0.37106956360437643,Дефолт,Были дефолты в БКИ
255,0.33,76000,DEBTCONSOLIDATION,D,16.02,23,25000,1,0.9117438530660609,Дефолт,Нет дефолтов в БКИ
256,0.32,66215,MEDICAL,D,15.37,23,25000,1,0.9606258025324559,Дефолт,Были дефолты в БКИ
257,0.28,90000,MEDICAL,B,10.99,25,25000,0,0.07678722377639233,Оплачен,Нет дефолтов в БКИ
258,0.41,15000,HOMEIMPROVEMENT,A,7.9,21,6200,1,1.0,Дефолт,Нет дефолтов в БКИ
259,0.14,180000,PERSONAL,B,10.99,26,25000,0,0.0671963686198056,Оплачен,Нет дефолтов в БКИ
260,0.12,180000,EDUCATION,B,11.48,24,21000,0,0.0357530653753841,Оплачен,Нет дефолтов в БКИ
261,0.11,180000,MEDICAL,C,14.26,25,20000,0,0.05318515226030017,Оплачен,Были дефолты в БКИ
262,0.06,180000,HOMEIMPROVEMENT,A,8.0,26,10000,0,0.007045599606792992,Оплачен,Нет дефолтов в БКИ
263,0.06,180000,VENTURE,B,11.26,25,9950,0,0.0012841091492776886,Оплачен,Нет дефолтов в БКИ
264,0.3,15000,MEDICAL,B,11.011694892245036,23,4475,1,1.0,Дефолт,Нет дефолтов в БКИ
265,0.32,78000,VENTURE,D,16.32,23,25000,1,0.6553785623347381,Дефолт,Были дефолты в БКИ
266,0.32,66300,MEDICAL,E,17.93,25,25000,1,0.9953488372093023,Дефолт,Были дефолты в БКИ
267,0.28,90000,DEBTCONSOLIDATION,B,11.36,23,25000,0,0.07120321252569106,Оплачен,Нет дефолтов в БКИ
268,0.32,79000,DEBTCONSOLIDATION,D,14.96,24,25000,1,0.9142312614010727,Дефолт,Были дефолты в БКИ
269,0.27,91800,PERSONAL,C,13.43,24,25000,0,0.09184946287076161,Оплачен,Были дефолты в БКИ
270,0.27,92000,HOMEIMPROVEMENT,B,12.69,25,25000,0,0.11153313687121051,Оплачен,Нет дефолтов в БКИ
271,0.27,92000,VENTURE,C,12.73,24,25000,0,0.10231206766018726,Оплачен,Были дефолты в БКИ
272,0.27,93600,VENTURE,D,15.21,23,25000,0,0.29336951046988125,Оплачен,Нет дефолтов в БКИ
273,0.12,15000,MEDICAL,C,12.68,23,1750,0,0.04824684950689746,Оплачен,Были дефолты в БКИ
274,0.3,70550,MEDICAL,F,19.04,23,25000,1,0.8490100262203921,Дефолт,Были дефолты в БКИ
275,0.3,83800,DEBTCONSOLIDATION,D,15.95,25,25000,1,0.8277429198118853,Дефолт,Были дефолты в БКИ
276,0.01,175000,VENTURE,A,8.9,26,2600,0,0.0,Оплачен,Нет дефолтов в БКИ
277,0.05,175000,HOMEIMPROVEMENT,A,7.9,25,8000,0,0.0020221165293514893,Оплачен,Нет дефолтов в БКИ
278,0.1,175000,EDUCATION,B,11.011694892245036,22,18000,0,0.007971790162276948,Оплачен,Нет дефолтов в БКИ
279,0.12,175000,PERSONAL,B,11.99,23,21000,0,0.06876186371984691,Оплачен,Нет дефолтов в БКИ
280,0.27,15000,DEBTCONSOLIDATION,C,13.98,23,4000,1,1.0,Дефолт,Нет дефолтов в БКИ
281,0.31,15000,VENTURE,B,10.99,23,4600,1,1.0,Дефолт,Нет дефолтов в БКИ
282,0.28,88000,DEBTCONSOLIDATION,D,15.58,22,25000,1,0.9859148749451514,Дефолт,Были дефолты в БКИ
283,0.28,74800,MEDICAL,B,10.99,25,25000,1,0.17245883782469149,Дефолт,Нет дефолтов в БКИ
284,0.28,88000,VENTURE,D,14.96,25,25000,1,0.6150007046680788,Дефолт,Нет дефолтов в БКИ
285,0.12,15000,HOMEIMPROVEMENT,D,15.31,25,1750,0,0.789390133357833,Оплачен,Были дефолты в БКИ
286,0.28,88000,VENTURE,D,15.65,26,25000,1,0.7159915886670218,Дефолт,Нет дефолтов в БКИ
287,0.25,100000,VENTURE,B,9.33,25,25000,0,0.0012841091492776886,Оплачен,Нет дефолтов в БКИ
288,0.24,15000,PERSONAL,C,13.47,23,3600,1,1.0,Дефолт,Нет дефолтов в БКИ
289,0.24,102400,PERSONAL,B,10.36,24,25000,0,0.0687999760372278,Оплачен,Нет дефолтов в БКИ
290,0.27,92000,HOMEIMPROVEMENT,E,16.77,24,25000,1,0.34843293676984355,Дефолт,Были дефолты в БКИ
291,0.27,93000,DEBTCONSOLIDATION,D,14.59,23,25000,1,0.8297946874886529,Дефолт,Были дефолты в БКИ
292,0.02,175000,VENTURE,C,11.91,22,3500,0,0.021764380979692747,Оплачен,Были дефолты в БКИ
293,0.04,175000,EDUCATION,A,8.38,23,7200,0,0.0020221165293514893,Оплачен,Нет дефолтов в БКИ
294,0.05,174708,VENTURE,B,10.59,25,9000,0,0.0,Оплачен,Нет дефолтов в БКИ
295,0.05,174000,DEBTCONSOLIDATION,C,14.27,25,8800,0,0.024320144299554904,Оплачен,Нет дефолтов в БКИ
296,0.07,174000,DEBTCONSOLIDATION,B,12.53,26,12000,0,0.03976402540463213,Оплачен,Нет дефолтов в БКИ
297,0.15,162000,DEBTCONSOLIDATION,E,16.0,25,25000,1,0.7017446415842539,Дефолт,Были дефолты в БКИ
298,0.06,173467,VENTURE,B,11.71,26,10000,0,0.0012841091492776886,Оплачен,Нет дефолтов в БКИ
299,0.21,15000,HOMEIMPROVEMENT,C,11.54,21,3175,1,1.0,Дефолт,Были дефолты в БКИ
300,0.26,96000,HOMEIMPROVEMENT,E,15.68,25,25000,1,0.1955113954634302,Дефолт,Были дефолты в БКИ
301,0.1,15120,EDUCATION,B,10.59,21,1500,0,0.14633555733369422,Оплачен,Нет дефолтов в БКИ
302,0.26,97908,HOMEIMPROVEMENT,D,12.61,24,25000,1,0.5283124456820326,Дефолт,Были дефолты в БКИ
303,0.23,110000,PERSONAL,C,11.011694892245036,26,25000,0,0.02144153997888564,Оплачен,Были дефолты в БКИ
304,0.18,15204,PERSONAL,A,8.49,23,2800,1,1.0,Дефолт,Нет дефолтов в БКИ
305,0.19,159600,PERSONAL,D,17.27,25,30000,1,0.2663786598507951,Дефолт,Были дефолты в БКИ
306,0.1,171500,DEBTCONSOLIDATION,A,8.9,24,18000,0,0.02144153997888564,Оплачен,Нет дефолтов в БКИ
307,0.06,170004,MEDICAL,B,11.11,25,10000,0,0.03591854715569566,Оплачен,Нет дефолтов в БКИ
308,0.16,158004,HOMEIMPROVEMENT,D,14.59,24,25000,1,0.3531551110409707,Дефолт,Были дефолты в БКИ
309,0.08,170000,VENTURE,B,12.42,26,13000,0,0.0012841091492776886,Оплачен,Нет дефолтов в БКИ
310,0.26,83300,MEDICAL,D,11.011694892245036,24,25000,1,0.8440090560780215,Дефолт,Нет дефолтов в БКИ
311,0.23,110000,HOMEIMPROVEMENT,D,15.7,24,25000,0,0.17842649846705091,Оплачен,Были дефолты в БКИ
312,0.16,15360,HOMEIMPROVEMENT,B,12.53,22,2500,1,1.0,Дефолт,Нет дефолтов в БКИ
313,0.03,134300,MEDICAL,D,16.49,25,5000,1,0.8501094421784077,Дефолт,Нет дефолтов в БКИ
314,0.12,170000,EDUCATION,A,7.49,25,20000,0,0.007337439572356011,Оплачен,Нет дефолтов в БКИ
315,0.25,100580,DEBTCONSOLIDATION,D,14.96,22,25000,1,0.7871137218893358,Дефолт,Были дефолты в БКИ
316,0.22,113000,MEDICAL,C,12.73,25,25000,0,0.10547985412209135,Оплачен,Были дефолты в БКИ
317,0.21,120000,EDUCATION,B,10.65,24,25000,0,0.018041751361705723,Оплачен,Нет дефолтов в БКИ
318,0.21,120000,MEDICAL,B,10.74,25,25000,0,0.02068628143242779,Оплачен,Нет дефолтов в БКИ
319,0.21,120000,EDUCATION,B,9.99,23,25000,0,0.014257541913904737,Оплачен,Нет дефолтов в БКИ
320,0.23,91800,MEDICAL,D,15.33,24,25000,1,0.9518345937412471,Дефолт,Были дефолты в БКИ
321,0.06,15600,VENTURE,A,7.29,21,1000,0,0.014474441055803065,Оплачен,Нет дефолтов в БКИ
322,0.23,108000,PERSONAL,D,15.05,26,25000,1,0.5814027488481773,Дефолт,Нет дефолтов в БКИ
323,0.19,129996,PERSONAL,B,10.75,26,25000,0,0.0745737754432025,Оплачен,Нет дефолтов в БКИ
324,0.19,130000,EDUCATION,D,16.02,23,25000,0,0.04219299170112991,Оплачен,Были дефолты в БКИ
325,0.19,130000,VENTURE,B,11.49,23,25000,0,0.0,Оплачен,Нет дефолтов в БКИ
326,0.12,170000,EDUCATION,B,12.53,25,20000,0,0.0328157021268877,Оплачен,Нет дефолтов в БКИ
327,0.07,170000,VENTURE,C,13.57,26,12000,0,0.06327480056156629,Оплачен,Были дефолты в БКИ
328,0.08,169000,PERSONAL,B,11.14,22,14000,0,0.054837028216888496,Оплачен,Нет дефолтов в БКИ
329,0.14,168750,MEDICAL,C,12.87,26,24250,0,0.05365931689762478,Оплачен,Были дефолты в БКИ
330,0.12,168600,EDUCATION,B,11.58,23,20000,0,0.03572996214429149,Оплачен,Нет дефолтов в БКИ
331,0.01,168288,HOMEIMPROVEMENT,B,11.12,24,1800,0,0.01635278000914283,Оплачен,Нет дефолтов в БКИ
332,0.21,168000,PERSONAL,B,10.65,25,35000,0,0.016321828974357886,Оплачен,Нет дефолтов в БКИ
333,0.19,133300,DEBTCONSOLIDATION,B,10.37,24,25000,0,0.02144153997888564,Оплачен,Нет дефолтов в БКИ
334,0.21,15600,HOMEIMPROVEMENT,A,6.39,24,3300,1,1.0,Дефолт,Нет дефолтов в БКИ
335,0.19,134000,PERSONAL,D,16.07,24,25000,0,0.11316297374775405,Оплачен,Были дефолты в БКИ
336,0.19,134000,MEDICAL,B,10.62,25,25000,0,0.016206788898921774,Оплачен,Нет дефолтов в БКИ
337,0.21,15600,VENTURE,F,18.09,25,3200,1,1.0,Дефолт,Нет дефолтов в БКИ
338,0.19,135000,EDUCATION,B,11.36,25,25000,0,0.009448953483263694,Оплачен,Нет дефолтов в БКИ
339,0.18,135660,DEBTCONSOLIDATION,B,12.53,26,25000,0,0.14085050472906854,Оплачен,Нет дефолтов в БКИ
340,0.17,145000,EDUCATION,B,9.99,25,25000,0,0.024320144299554904,Оплачен,Нет дефолтов в БКИ
341,0.17,150000,EDUCATION,B,10.36,23,25000,0,0.008039193958320923,Оплачен,Нет дефолтов в БКИ
342,0.06,165000,EDUCATION,A,5.99,23,9600,0,0.0007380073800738007,Оплачен,Нет дефолтов в БКИ
343,0.16,153000,DEBTCONSOLIDATION,D,15.62,22,24000,1,0.8405856326545982,Дефолт,Были дефолты в БКИ
344,0.12,165000,PERSONAL,B,10.37,24,20000,0,0.03157529847465707,Оплачен,Нет дефолтов в БКИ
345,0.15,165000,HOMEIMPROVEMENT,F,19.74,25,25000,0,0.7221157189833992,Оплачен,Нет дефолтов в БКИ
346,0.12,165000,EDUCATION,A,6.91,21,20000,0,0.0020221165293514893,Оплачен,Нет дефолтов в БКИ
347,0.38,16000,MEDICAL,A,7.9,23,6000,1,1.0,Дефолт,Нет дефолтов в БКИ
348,0.14,16000,DEBTCONSOLIDATION,C,13.06,23,2275,0,0.101705288902696,Оплачен,Были дефолты в БКИ
349,0.13,16000,PERSONAL,A,6.39,23,2000,0,0.0778639743188549,Оплачен,Нет дефолтов в БКИ
350,0.17,148000,DEBTCONSOLIDATION,E,14.93,23,25000,1,0.8571754438096267,Дефолт,Нет дефолтов в БКИ
351,0.35,16000,MEDICAL,C,12.84,23,5600,1,1.0,Дефолт,Нет дефолтов в БКИ
352,0.23,16020,VENTURE,E,17.14,24,3625,1,1.0,Дефолт,Были дефолты в БКИ
353,0.34,16094,VENTURE,A,7.14,22,5500,1,1.0,Дефолт,Нет дефолтов в БКИ
354,0.14,175000,PERSONAL,A,8.9,25,25000,0,0.023929512487476705,Оплачен,Нет дефолтов в БКИ
355,0.12,16200,PERSONAL,B,12.42,22,2000,0,0.14932701667021203,Оплачен,Нет дефолтов в БКИ
356,0.14,185000,HOMEIMPROVEMENT,C,12.68,24,25000,0,0.07068380811444075,Оплачен,Были дефолты в БКИ
357,0.15,162000,PERSONAL,C,11.03,25,25000,0,0.024746431808367636,Оплачен,Нет дефолтов в БКИ
358,0.19,161000,VENTURE,A,7.9,26,30000,0,0.0,Оплачен,Нет дефолтов в БКИ
359,0.22,160000,MEDICAL,B,10.65,22,35000,0,0.015221284044343994,Оплачен,Нет дефолтов в БКИ
360,0.11,225000,VENTURE,B,11.86,25,25000,0,0.0012841091492776886,Оплачен,Нет дефолтов в БКИ
361,0.3,16400,PERSONAL,A,8.94,25,5000,1,1.0,Дефолт,Нет дефолтов в БКИ
362,0.27,16500,VENTURE,B,9.63,23,4375,1,1.0,Дефолт,Нет дефолтов в БКИ
363,0.5,49500,PERSONAL,C,14.22,25,24750,1,0.7974979126030154,Дефолт,Нет дефолтов в БКИ
364,0.41,60000,DEBTCONSOLIDATION,B,9.33,23,24750,1,0.6530384624821133,Дефолт,Нет дефолтов в БКИ
365,0.29,84200,MEDICAL,C,13.85,24,24500,0,0.03567959586189319,Оплачен,Нет дефолтов в БКИ
366,0.12,16800,EDUCATION,B,10.65,22,2000,0,0.08499061170544461,Оплачен,Нет дефолтов в БКИ
367,0.27,92000,MEDICAL,B,11.46,24,24500,0,0.0469204839718962,Оплачен,Нет дефолтов в БКИ
368,0.22,160000,PERSONAL,A,7.66,23,35000,0,0.007045599606792992,Оплачен,Нет дефолтов в БКИ
369,0.07,160000,VENTURE,E,16.77,24,12000,0,0.3628109811336788,Оплачен,Нет дефолтов в БКИ
370,0.07,160000,PERSONAL,B,9.63,25,12000,0,0.025444203981549646,Оплачен,Нет дефолтов в БКИ
371,0.16,160000,PERSONAL,C,12.23,26,25000,0,0.03725236180590428,Оплачен,Были дефолты в БКИ
372,0.07,125800,MEDICAL,D,14.09,25,10000,1,0.92573631637362,Дефолт,Нет дефолтов в БКИ
373,0.45,54000,PERSONAL,C,13.98,25,24250,1,0.8756657718163551,Дефолт,Нет дефолтов в БКИ
374,0.39,62500,EDUCATION,B,10.62,23,24250,1,0.3897992361469428,Дефолт,Нет дефолтов в БКИ
375,0.23,16800,DEBTCONSOLIDATION,A,11.011694892245036,24,3900,1,1.0,Дефолт,Нет дефолтов в БКИ
376,0.35,68400,PERSONAL,E,17.56,25,24250,1,0.7109378697152766,Дефолт,Нет дефолтов в БКИ
377,0.37,56045,MEDICAL,D,14.96,26,24250,1,0.9879414298018949,Дефолт,Нет дефолтов в БКИ
378,0.33,74000,DEBTCONSOLIDATION,D,15.65,22,24250,1,0.9575619413290598,Дефолт,Были дефолты в БКИ
379,0.31,65453,MEDICAL,D,15.7,24,24250,1,0.9753885591556777,Дефолт,Нет дефолтов в БКИ
380,0.27,89908,VENTURE,B,12.53,24,24250,0,0.009448953483263694,Оплачен,Нет дефолтов в БКИ
381,0.31,78000,HOMEIMPROVEMENT,E,17.56,26,24250,1,0.5970538573002891,Дефолт,Были дефолты в БКИ
382,0.24,100000,PERSONAL,C,12.87,23,24250,0,0.031795654134935854,Оплачен,Были дефолты в БКИ
383,0.24,103000,PERSONAL,D,15.7,23,24250,0,0.3629038259038259,Оплачен,Нет дефолтов в БКИ
384,0.06,160000,EDUCATION,A,11.011694892245036,25,9000,0,0.024320144299554904,Оплачен,Нет дефолтов в БКИ
385,0.09,160000,VENTURE,B,11.14,25,15000,0,0.0012841091492776886,Оплачен,Нет дефолтов в БКИ
386,0.13,160000,VENTURE,D,16.0,24,20000,0,0.2262712583952932,Оплачен,Нет дефолтов в БКИ
387,0.16,160000,EDUCATION,D,15.65,23,25000,0,0.12339407823647557,Оплачен,Были дефолты в БКИ
388,0.09,160000,DEBTCONSOLIDATION,C,11.011694892245036,26,13750,0,0.022678039047786945,Оплачен,Нет дефолтов в БКИ
389,0.1,160000,VENTURE,D,15.31,21,15250,0,0.11448541365603473,Оплачен,Были дефолты в БКИ
390,0.13,160000,VENTURE,C,13.47,25,20000,0,0.02129623576574462,Оплачен,Были дефолты в БКИ
391,0.28,16800,HOMEIMPROVEMENT,C,13.85,22,4750,1,1.0,Дефолт,Были дефолты в БКИ
392,0.22,111996,PERSONAL,D,11.011694892245036,25,24250,0,0.13784121203202981,Оплачен,Нет дефолтов в БКИ
393,0.36,16800,VENTURE,B,10.39,21,6000,1,1.0,Дефолт,Нет дефолтов в БКИ
394,0.21,115200,HOMEIMPROVEMENT,B,11.36,25,24250,0,0.05696090659179842,Оплачен,Нет дефолтов в БКИ
395,0.17,144000,EDUCATION,B,11.83,23,24250,0,0.029613266318327024,Оплачен,Нет дефолтов в БКИ
396,0.08,287000,EDUCATION,B,12.53,23,24250,0,0.02577862705309648,Оплачен,Нет дефолтов в БКИ
397,0.22,108000,HOMEIMPROVEMENT,D,14.96,22,24150,1,0.5387704680380156,Дефолт,Были дефолты в БКИ
398,0.56,43000,DEBTCONSOLIDATION,C,13.85,22,24000,1,0.6663365805383481,Дефолт,Были дефолты в БКИ
399,0.51,47004,VENTURE,B,11.58,23,24000,1,0.4702518134587354,Дефолт,Нет дефолтов в БКИ
400,0.5,48000,VENTURE,D,16.29,24,24000,1,0.7916405535392876,Дефолт,Были дефолты в БКИ
401,0.5,48000,MEDICAL,A,11.011694892245036,26,24000,1,0.7374300272234983,Дефолт,Нет дефолтов в БКИ
402,0.53,44964,EDUCATION,D,16.29,21,24000,1,0.8592616800383791,Дефолт,Были дефолты в БКИ
403,0.46,52000,PERSONAL,B,10.74,25,24000,1,0.5921443455049188,Дефолт,Нет дефолтов в БКИ
