,loan_percent_income,person_income,loan_intent,loan_grade,cb_person_default_on_file,loan_int_rate,person_age,loan_amnt,default
420,0.39,62250,PERSONAL,E,1,16.45,22,24000,1
421,0.34,70000,EDUCATION,B,0,10.99,24,24000,1
422,0.32,74000,DEBTCONSOLIDATION,B,0,10.99,23,24000,1
423,0.17,18000,PERSONAL,A,0,7.9,22,3000,1
424,0.32,75000,EDUCATION,B,0,12.69,22,24000,1
425,0.32,75000,MEDICAL,B,0,10.37,24,24000,1
426,0.32,75000,HOMEIMPROVEMENT,C,0,11.011694892245037,24,24000,1
427,0.35,69000,DEBTCONSOLIDATION,F,0,15.83,26,24000,1
428,0.31,78000,PERSONAL,C,0,13.92,23,24000,1
429,0.11,18000,VENTURE,B,0,11.49,22,2000,0
430,0.3,80000,MEDICAL,B,0,10.25,24,24000,0
431,0.19,18000,HOMEIMPROVEMENT,A,0,7.49,22,3500,1
432,0.22,18000,EDUCATION,A,0,5.99,23,4000,1
433,0.32,74700,PERSONAL,D,0,12.92,23,24000,1
434,0.27,88596,PERSONAL,B,0,11.58,26,24000,0
435,0.25,95000,EDUCATION,A,0,8.9,25,24000,0
436,0.29,83000,DEBTCONSOLIDATION,E,0,19.69,22,24000,1
437,0.25,95000,VENTURE,A,0,6.54,25,24000,0
438,0.27,18000,HOMEIMPROVEMENT,D,1,14.54,21,4900,1
439,0.28,18000,EDUCATION,B,0,11.11,21,5000,1
440,0.24,100000,PERSONAL,C,0,12.73,26,24000,0
441,0.22,110000,VENTURE,D,0,15.62,24,24000,0
442,0.35,18000,HOMEIMPROVEMENT,A,0,6.54,24,6250,1
443,0.24,98000,DEBTCONSOLIDATION,F,1,11.011694892245037,22,24000,1
444,0.23,103872,DEBTCONSOLIDATION,G,0,20.03,26,24000,1
445,0.2,120000,EDUCATION,B,0,9.91,22,24000,0
446,0.2,120000,VENTURE,B,0,12.69,24,24000,0
447,0.22,108000,EDUCATION,G,0,20.16,26,24000,1
448,0.19,124080,PERSONAL,D,1,16.49,24,24000,0
449,0.14,18000,MEDICAL,D,0,15.95,23,2500,1
450,0.18,130000,DEBTCONSOLIDATION,B,0,11.49,24,24000,0
451,0.18,135000,PERSONAL,B,0,10.99,25,24000,0
452,0.18,135000,HOMEIMPROVEMENT,C,0,13.79,24,24000,0
453,0.18,114750,MEDICAL,G,1,20.03,23,24000,1
454,0.16,150000,EDUCATION,A,0,7.49,23,24000,0
455,0.17,138000,DEBTCONSOLIDATION,D,1,16.0,23,24000,1
456,0.72,18000,PERSONAL,A,0,7.88,24,13000,1
457,0.35,18000,VENTURE,B,0,10.62,21,6250,1
458,0.15,155000,DEBTCONSOLIDATION,B,0,10.99,26,24000,0
459,0.16,148000,EDUCATION,F,0,18.3,26,24000,1
460,0.14,170000,DEBTCONSOLIDATION,C,1,11.011694892245037,26,24000,0
461,0.14,18000,PERSONAL,B,0,11.36,21,2500,0
462,0.55,43896,HOMEIMPROVEMENT,B,0,11.011694892245037,24,23975,1
463,0.2,120000,MEDICAL,C,0,13.47,23,23750,0
464,0.43,54996,PERSONAL,B,0,11.89,24,23600,1
465,0.56,18000,DEBTCONSOLIDATION,B,0,12.18,24,10000,1
466,0.23,102000,DEBTCONSOLIDATION,C,0,13.49,25,23600,0
467,0.31,75000,PERSONAL,E,0,14.5,23,23575,1
468,0.22,18000,MEDICAL,C,0,11.011694892245037,22,4000,1
469,0.3,18000,MEDICAL,D,1,15.31,22,5400,1
470,0.22,18000,MEDICAL,B,0,11.011694892245037,25,4000,1
471,0.19,18000,VENTURE,B,0,11.011694892245037,21,3375,1
472,0.35,66960,VENTURE,A,0,7.49,22,23400,1
473,0.53,43385,PERSONAL,C,0,11.011694892245037,22,23000,1
474,0.41,56544,EDUCATION,B,0,11.011694892245037,25,23000,1
475,0.38,60000,VENTURE,B,0,12.18,23,23000,1
476,0.07,18000,VENTURE,C,1,11.34,24,1200,0
477,0.36,63208,EDUCATION,B,0,9.91,25,23000,1
478,0.35,65000,HOMEIMPROVEMENT,B,0,11.99,24,23000,1
479,0.34,68000,EDUCATION,B,0,9.62,23,23000,1
480,0.17,18000,DEBTCONSOLIDATION,B,0,9.96,22,3000,1
481,0.29,80000,VENTURE,C,0,11.011694892245037,25,23000,0
482,0.26,88000,VENTURE,D,0,14.54,24,23000,1
483,0.39,58600,MEDICAL,B,0,11.36,22,22750,1
484,0.32,70000,DEBTCONSOLIDATION,C,0,14.27,23,22500,1
485,0.16,18287,HOMEIMPROVEMENT,B,0,11.99,24,3000,1
486,0.32,69846,EDUCATION,F,1,18.99,26,22500,1
487,0.31,73000,VENTURE,E,1,16.7,24,22400,1
488,0.27,18500,PERSONAL,A,0,9.32,24,5000,1
489,0.64,35000,DEBTCONSOLIDATION,B,0,12.69,23,22250,1
490,0.51,43000,HOMEIMPROVEMENT,C,0,13.11,25,22000,1
491,0.42,52000,PERSONAL,B,0,10.74,25,22000,1
492,0.22,18701,PERSONAL,D,1,14.11,21,4200,1
493,0.39,57000,EDUCATION,B,0,9.63,22,22000,1
494,0.38,58000,MEDICAL,C,0,14.65,25,22000,1
495,0.37,60000,DEBTCONSOLIDATION,B,0,10.25,23,22000,1
496,0.37,60000,VENTURE,C,1,14.26,24,22000,1
497,0.16,18840,EDUCATION,B,0,9.91,25,3000,1
498,0.39,56000,MEDICAL,E,0,17.19,26,22000,1
499,0.31,70000,EDUCATION,B,0,11.36,22,22000,1
500,0.33,66000,EDUCATION,F,0,11.011694892245037,22,22000,1
501,0.3,74064,DEBTCONSOLIDATION,B,0,10.59,23,22000,0
502,0.29,76597,EDUCATION,B,0,9.25,24,22000,0
503,0.19,19000,MEDICAL,A,0,8.49,22,3625,1
504,0.29,77000,VENTURE,A,0,6.54,26,22000,0
505,0.32,19000,MEDICAL,A,0,8.49,21,6000,1
506,0.28,80000,MEDICAL,A,0,11.011694892245037,24,22000,0
507,0.27,82600,VENTURE,B,0,12.69,26,22000,0
508,0.39,19000,MEDICAL,C,0,13.85,24,7400,1
509,0.21,19000,DEBTCONSOLIDATION,A,0,7.4,25,4000,1
510,0.26,84000,DEBTCONSOLIDATION,B,0,11.71,23,22000,0
511,0.28,77650,PERSONAL,B,0,11.48,25,22000,1
512,0.27,82000,EDUCATION,E,0,17.51,25,22000,1
513,0.18,19012,DEBTCONSOLIDATION,D,0,14.61,21,3500,1
514,0.22,99996,DEBTCONSOLIDATION,A,0,7.88,23,22000,0
515,0.2,110000,PERSONAL,B,0,11.011694892245037,23,22000,0
516,0.26,19200,PERSONAL,B,0,11.71,22,4950,1
517,0.38,57000,PERSONAL,B,0,11.99,25,21700,1
518,0.4,54000,VENTURE,C,0,13.49,24,21600,1
519,0.39,56000,MEDICAL,G,1,21.21,23,21600,1
520,0.34,63000,DEBTCONSOLIDATION,C,1,14.35,26,21600,1
521,0.26,82000,PERSONAL,C,1,13.61,22,21600,0
522,0.28,78000,DEBTCONSOLIDATION,B,0,11.26,22,21600,1
523,0.13,19200,VENTURE,B,0,10.59,22,2400,0
524,0.19,112140,MEDICAL,A,0,7.9,24,21600,0
525,0.36,19200,HOMEIMPROVEMENT,A,0,5.99,24,7000,1
526,0.16,19200,EDUCATION,B,0,11.99,25,3000,1
527,0.36,59000,MEDICAL,D,0,16.89,24,21500,1
528,0.31,70000,HOMEIMPROVEMENT,B,0,9.99,24,21500,1
529,0.19,116000,EDUCATION,D,1,15.33,24,21500,0
530,0.36,60000,EDUCATION,A,0,7.29,25,21450,1
531,0.69,31000,DEBTCONSOLIDATION,B,0,12.42,22,21250,1
532,0.45,47052,VENTURE,B,0,10.99,25,21250,1
533,0.42,51060,VENTURE,A,0,6.91,25,21250,1
534,0.26,19200,DEBTCONSOLIDATION,C,1,14.17,22,5000,1
535,0.4,53000,MEDICAL,B,0,10.25,22,21250,1
536,0.48,19200,EDUCATION,B,0,11.011694892245037,26,9250,1
537,0.38,56000,VENTURE,D,1,15.95,24,21250,1
538,0.33,65000,EDUCATION,D,1,15.95,24,21250,1
539,0.6,35000,VENTURE,B,0,12.53,21,21000,1
540,0.07,19200,HOMEIMPROVEMENT,D,1,14.91,22,1400,1
541,0.16,19200,MEDICAL,A,0,11.011694892245037,23,3000,1
542,0.53,40000,MEDICAL,A,0,6.54,26,21000,1
543,0.05,19200,VENTURE,B,0,11.011694892245037,25,1000,0
544,0.5,42000,MEDICAL,F,1,17.26,26,21000,1
545,0.33,63000,MEDICAL,B,0,11.36,23,21000,1
546,0.21,19200,VENTURE,A,0,7.51,26,4000,1
547,0.36,59000,PERSONAL,B,0,10.71,22,21000,1
548,0.3,70500,PERSONAL,C,1,13.98,22,21000,0
549,0.32,65219,DEBTCONSOLIDATION,D,0,14.09,26,21000,1
550,0.28,75000,EDUCATION,B,0,10.0,22,21000,0
551,0.26,19200,MEDICAL,D,0,15.33,22,5000,1
552,0.29,62047,MEDICAL,E,1,16.32,25,21000,1
553,0.27,79000,HOMEIMPROVEMENT,A,0,7.9,24,21000,0
554,0.26,80000,MEDICAL,B,0,11.99,23,21000,0
555,0.25,84000,MEDICAL,B,0,10.75,24,21000,0
556,0.25,85000,HOMEIMPROVEMENT,C,0,13.92,26,21000,0
557,0.23,93000,EDUCATION,B,0,9.91,22,21000,0
558,0.26,81000,EDUCATION,E,1,16.95,26,21000,1
559,0.22,97000,EDUCATION,A,0,7.9,26,21000,0
560,0.22,97000,EDUCATION,C,1,11.011694892245037,26,21000,0
561,0.21,100000,PERSONAL,D,1,16.49,25,21000,1
562,0.39,19200,PERSONAL,C,1,11.97,26,7500,1
563,0.32,19253,DEBTCONSOLIDATION,A,0,6.17,21,6250,1
564,0.17,125000,HOMEIMPROVEMENT,A,0,8.9,26,21000,0
565,0.17,125000,EDUCATION,C,1,12.99,25,21000,0
566,0.25,82000,PERSONAL,B,0,12.69,23,20900,0
567,0.77,19500,EDUCATION,B,0,9.64,21,15000,1
568,0.41,50000,VENTURE,A,0,7.49,26,20500,1
569,0.29,70000,EDUCATION,C,1,13.16,23,20500,0
570,0.11,19800,EDUCATION,A,0,8.38,22,2100,0
571,0.38,54000,PERSONAL,A,0,7.49,23,20375,1
572,0.77,26000,EDUCATION,B,0,9.76,26,20050,1
573,0.61,33000,DEBTCONSOLIDATION,B,0,10.99,24,20000,1
574,0.25,20000,PERSONAL,B,0,11.71,23,5000,0
575,0.46,20000,PERSONAL,B,0,10.65,22,9250,0
576,0.57,35364,MEDICAL,B,0,12.53,24,20000,1
577,0.53,38000,MEDICAL,D,0,14.59,25,20000,1
578,0.63,32000,DEBTCONSOLIDATION,D,0,12.61,23,20000,1
579,0.53,38004,MEDICAL,C,0,13.11,25,20000,1
580,0.32,20000,MEDICAL,B,0,10.65,23,6400,0
581,0.52,38556,PERSONAL,C,1,11.22,25,20000,1
582,0.61,32900,EDUCATION,D,0,16.0,23,20000,1
583,0.59,34000,HOMEIMPROVEMENT,B,0,8.88,25,20000,1
584,0.5,40000,PERSONAL,B,0,12.53,24,20000,1
585,0.56,36000,MEDICAL,D,1,11.011694892245037,21,20000,1
586,0.24,20000,MEDICAL,A,0,5.99,26,4800,0
587,0.48,42000,EDUCATION,C,0,13.47,25,20000,1
588,0.47,42224,VENTURE,A,0,6.99,22,20000,1
589,0.28,20000,PERSONAL,D,1,15.99,25,5650,0
590,0.18,20000,EDUCATION,C,1,11.011694892245037,23,3625,0
591,0.54,37212,DEBTCONSOLIDATION,E,0,16.69,22,20000,1
592,0.53,38000,MEDICAL,B,0,11.11,25,20000,1
593,0.44,45000,EDUCATION,A,0,7.9,22,20000,1
594,0.44,45000,PERSONAL,B,0,10.25,23,20000,1
595,0.44,45000,MEDICAL,E,0,11.011694892245037,24,20000,1
596,0.06,20000,MEDICAL,A,0,7.49,23,1200,0
597,0.44,45000,DEBTCONSOLIDATION,C,1,13.92,22,20000,1
598,0.51,39000,MEDICAL,D,0,14.74,24,20000,1
599,0.43,46500,EDUCATION,B,0,10.62,24,20000,1
600,0.42,48000,VENTURE,B,0,10.65,22,20000,1
601,0.48,42000,PERSONAL,D,0,12.99,22,20000,1
602,0.41,48500,VENTURE,B,0,11.36,22,20000,1
603,0.38,20000,EDUCATION,A,0,5.79,22,7500,0
604,0.4,49400,EDUCATION,A,0,6.54,23,20000,1
605,0.2,20000,VENTURE,A,0,5.79,25,4000,0
606,0.4,50000,DEBTCONSOLIDATION,A,0,7.49,25,20000,1
607,0.4,50000,EDUCATION,C,0,13.43,25,20000,1
608,0.4,50000,DEBTCONSOLIDATION,C,0,13.22,22,20000,1
609,0.25,20000,VENTURE,C,0,14.72,22,5000,0
610,0.45,44000,EDUCATION,E,0,15.68,22,20000,1
611,0.39,50866,MEDICAL,B,0,11.011694892245037,24,20000,1
612,0.39,50950,HOMEIMPROVEMENT,B,0,11.48,25,20000,1
613,0.39,51000,VENTURE,B,0,10.38,24,20000,1
614,0.39,51000,EDUCATION,B,0,12.53,22,20000,1
615,0.39,51000,EDUCATION,C,0,13.47,22,20000,1
616,0.39,51500,VENTURE,B,0,12.21,24,20000,1
617,0.38,51996,VENTURE,B,0,10.99,25,20000,1
618,0.38,52000,EDUCATION,B,0,11.36,25,20000,1
619,0.43,46000,DEBTCONSOLIDATION,D,1,16.0,22,20000,1
620,0.07,20000,PERSONAL,A,0,7.74,26,1500,0
621,0.38,52000,EDUCATION,D,1,15.65,24,20000,1
622,0.43,46000,DEBTCONSOLIDATION,C,1,11.78,25,20000,1
623,0.38,52559,HOMEIMPROVEMENT,B,0,11.011694892245037,24,20000,1
624,0.43,47000,MEDICAL,D,0,16.77,22,20000,1
625,0.37,54000,EDUCATION,B,0,9.91,22,20000,1
626,0.42,48000,MEDICAL,D,0,15.65,23,20000,1
627,0.42,48000,MEDICAL,D,0,14.96,23,20000,1
628,0.37,54000,VENTURE,B,0,11.83,23,20000,1
629,0.41,48912,MEDICAL,C,0,11.66,24,20000,1
630,0.36,54996,EDUCATION,B,0,12.18,26,20000,1
631,0.36,55000,HOMEIMPROVEMENT,A,0,6.91,24,20000,1
632,0.36,55000,DEBTCONSOLIDATION,A,0,6.91,25,20000,1
633,0.41,49000,HOMEIMPROVEMENT,F,0,19.79,26,20000,1
634,0.36,55000,VENTURE,B,0,9.88,25,20000,1
635,0.83,20000,PERSONAL,B,0,9.76,22,16600,0
636,0.36,55000,DEBTCONSOLIDATION,B,0,12.53,23,20000,1
637,0.36,55200,VENTURE,B,0,11.011694892245037,25,20000,1
638,0.36,20004,PERSONAL,A,0,6.99,23,7125,0
639,0.35,57000,EDUCATION,D,0,16.89,23,20000,1
640,0.39,51012,PERSONAL,D,1,17.49,22,20000,1
641,0.12,20004,EDUCATION,E,1,16.82,23,2500,0
642,0.18,20004,HOMEIMPROVEMENT,B,0,11.011694892245037,26,3600,0
643,0.34,58000,DEBTCONSOLIDATION,C,0,13.11,22,20000,1
644,0.34,58800,DEBTCONSOLIDATION,A,0,7.66,23,20000,1
645,0.34,59000,MEDICAL,A,0,6.17,26,20000,1
646,0.38,53000,PERSONAL,E,1,16.35,26,20000,1
647,0.33,60000,MEDICAL,A,0,7.9,23,20000,1
648,0.37,54000,VENTURE,D,0,16.49,24,20000,1
649,0.18,20245,VENTURE,A,0,11.011694892245037,21,3550,0
650,0.35,20280,HOMEIMPROVEMENT,A,0,8.0,26,7000,0
651,0.33,60000,PERSONAL,B,0,10.99,24,20000,1
652,0.38,20352,VENTURE,A,0,6.91,24,7750,0
653,0.37,54000,PERSONAL,B,0,8.88,25,20000,1
654,0.33,60000,VENTURE,A,0,11.011694892245037,24,20000,1
655,0.37,54000,DEBTCONSOLIDATION,D,1,14.84,23,20000,1
656,0.37,54000,PERSONAL,B,0,11.12,23,20000,1
657,0.33,60000,EDUCATION,A,0,7.88,22,20000,1
658,0.33,60000,EDUCATION,B,0,11.011694892245037,25,20000,1
659,0.29,20400,EDUCATION,D,1,15.99,22,6000,0
660,0.27,20400,DEBTCONSOLIDATION,B,0,10.99,24,5500,0
661,0.33,60000,EDUCATION,B,0,11.011694892245037,25,20000,1
662,0.37,54000,PERSONAL,D,1,15.65,25,20000,1
663,0.37,54000,PERSONAL,E,1,17.04,24,20000,1
664,0.33,60000,EDUCATION,B,0,12.21,23,20000,1
665,0.06,20400,EDUCATION,C,1,15.23,21,1275,0
666,0.37,54000,DEBTCONSOLIDATION,D,0,14.11,25,20000,1
667,0.33,60000,PERSONAL,B,0,11.14,24,20000,1
668,0.12,20400,MEDICAL,B,0,11.49,21,2400,0
669,0.33,60000,PERSONAL,D,0,13.87,24,20000,1
670,0.33,60000,HOMEIMPROVEMENT,B,0,10.08,26,20000,1
671,0.37,54504,PERSONAL,E,1,16.7,23,20000,1
672,0.36,55000,VENTURE,E,0,18.64,24,20000,1
673,0.33,61000,HOMEIMPROVEMENT,B,0,12.18,24,20000,1
674,0.19,20400,DEBTCONSOLIDATION,D,1,11.011694892245037,22,3800,0
675,0.32,62000,MEDICAL,A,0,6.54,25,20000,1
676,0.36,56000,EDUCATION,D,1,14.61,24,20000,1
677,0.36,56000,VENTURE,E,1,17.39,21,20000,1
678,0.32,62400,HOMEIMPROVEMENT,B,0,11.12,24,20000,1
679,0.32,62400,VENTURE,B,0,11.48,25,20000,1
680,0.32,63000,MEDICAL,B,0,12.42,25,20000,1
681,0.34,58000,DEBTCONSOLIDATION,B,0,10.25,26,20000,1
682,0.31,65000,MEDICAL,B,0,10.65,23,20000,1
683,0.24,20800,PERSONAL,D,1,16.29,24,5000,0
684,0.31,65000,MEDICAL,B,0,10.37,23,20000,1
685,0.31,65000,VENTURE,B,0,11.49,23,20000,1
686,0.48,20856,VENTURE,B,0,10.59,24,10000,0
687,0.26,20868,VENTURE,C,1,13.49,25,5375,0
688,0.34,59000,PERSONAL,C,0,11.011694892245037,26,20000,1
689,0.34,59000,EDUCATION,C,0,12.29,23,20000,1
690,0.17,21000,DEBTCONSOLIDATION,D,1,17.27,21,3500,1
691,0.31,65004,DEBTCONSOLIDATION,B,0,11.99,26,20000,1
692,0.34,59004,PERSONAL,D,1,14.84,25,20000,1
693,0.34,59004,DEBTCONSOLIDATION,B,0,10.83,23,20000,1
694,0.31,65500,DEBTCONSOLIDATION,C,0,13.22,23,20000,1
695,0.3,66996,EDUCATION,B,0,12.18,22,20000,0
696,0.3,67000,MEDICAL,B,0,11.11,23,20000,0
697,0.3,67000,HOMEIMPROVEMENT,C,1,13.48,24,20000,0
698,0.29,68000,EDUCATION,B,0,10.75,26,20000,0
699,0.29,68000,PERSONAL,C,1,12.53,25,20000,0
700,0.32,62400,DEBTCONSOLIDATION,D,0,14.84,24,20000,1
701,0.29,69500,VENTURE,E,1,17.74,23,20000,0
702,0.29,70000,HOMEIMPROVEMENT,B,0,9.99,25,20000,0
703,0.29,70000,PERSONAL,A,0,6.91,22,20000,0
704,0.31,64000,HOMEIMPROVEMENT,E,0,11.011694892245037,25,20000,1
705,0.28,71004,PERSONAL,D,0,14.09,25,20000,0
706,0.14,21000,DEBTCONSOLIDATION,B,0,11.49,22,3000,0
707,0.28,71004,EDUCATION,D,0,14.09,23,20000,0
708,0.31,55392,MEDICAL,D,1,15.2,23,20000,1
709,0.28,72000,MEDICAL,B,0,11.83,24,20000,0
710,0.29,21000,PERSONAL,B,0,12.21,24,6000,0
711,0.3,66000,VENTURE,D,0,14.11,23,20000,1
712,0.3,66000,DEBTCONSOLIDATION,D,0,14.42,22,20000,1
713,0.28,72000,HOMEIMPROVEMENT,D,1,14.74,24,20000,0
714,0.27,74000,HOMEIMPROVEMENT,B,0,12.69,24,20000,0
715,0.08,21120,DEBTCONSOLIDATION,D,1,16.89,22,1625,1
716,0.27,75000,DEBTCONSOLIDATION,B,0,11.011694892245037,25,20000,0
717,0.21,21216,HOMEIMPROVEMENT,D,1,11.011694892245037,21,4500,1
718,0.4,21221,VENTURE,B,0,9.63,25,8500,0
719,0.27,75000,HOMEIMPROVEMENT,B,0,8.88,24,20000,0
720,0.27,75000,MEDICAL,A,0,6.91,26,20000,0
721,0.27,75000,EDUCATION,A,0,11.011694892245037,26,20000,0
722,0.27,75000,PERSONAL,B,0,10.38,25,20000,0
723,0.29,69000,DEBTCONSOLIDATION,B,0,10.99,22,20000,1
724,0.27,75000,VENTURE,C,0,11.011694892245037,22,20000,0
725,0.35,21600,PERSONAL,A,0,11.011694892245037,21,7575,0
726,0.24,21600,EDUCATION,B,0,12.42,26,5200,0
727,0.29,69000,HOMEIMPROVEMENT,E,0,14.82,24,20000,1
728,0.26,75600,PERSONAL,E,1,16.32,23,20000,0
729,0.29,59497,MEDICAL,E,0,16.0,23,20000,1
730,0.26,76000,MEDICAL,B,0,10.37,23,20000,0
731,0.29,70000,DEBTCONSOLIDATION,C,0,13.16,26,20000,1
732,0.29,70000,VENTURE,E,0,14.88,24,20000,1
733,0.26,77004,DEBTCONSOLIDATION,C,0,13.98,22,20000,0
734,0.28,71004,HOMEIMPROVEMENT,D,1,13.36,26,20000,1
735,0.33,21600,VENTURE,A,0,6.99,21,7125,0
736,0.19,21600,EDUCATION,A,0,5.42,22,4025,0
737,0.37,21600,MEDICAL,A,0,5.42,24,8000,0
738,0.26,78000,HOMEIMPROVEMENT,C,1,13.85,26,20000,0
739,0.19,21600,PERSONAL,C,0,12.99,22,4000,0
740,0.19,21600,MEDICAL,B,0,9.99,26,4200,0
741,0.06,21600,VENTURE,C,0,11.011694892245037,22,1400,0
742,0.28,61200,MEDICAL,B,0,11.14,23,20000,1
743,0.18,21600,DEBTCONSOLIDATION,A,0,5.99,21,3800,0
744,0.28,72000,DEBTCONSOLIDATION,D,1,11.011694892245037,24,20000,1
745,0.26,78000,VENTURE,B,0,11.58,23,20000,0
746,0.25,78500,MEDICAL,C,1,13.85,23,20000,0
747,0.25,79000,EDUCATION,D,1,16.89,23,20000,0
748,0.25,80000,MEDICAL,A,0,7.9,23,20000,0
749,0.28,21600,VENTURE,C,0,12.68,23,6000,0
750,0.27,62900,MEDICAL,D,0,14.91,22,20000,1
751,0.25,80000,VENTURE,C,0,13.06,24,20000,0
752,0.25,80000,EDUCATION,B,0,8.88,25,20000,0
753,0.09,21600,EDUCATION,A,0,6.17,23,2000,0
754,0.25,80000,EDUCATION,C,1,13.98,22,20000,0
755,0.39,21600,VENTURE,A,0,6.54,22,8500,0
756,0.27,62900,MEDICAL,C,0,13.85,26,20000,1
757,0.05,21600,HOMEIMPROVEMENT,B,0,10.36,26,1000,0
758,0.27,74004,PERSONAL,E,1,15.95,25,20000,1
759,0.25,80004,HOMEIMPROVEMENT,C,1,14.26,25,20000,0
760,0.25,80700,MEDICAL,B,0,11.71,23,20000,0
761,0.25,81000,DEBTCONSOLIDATION,C,0,13.49,22,20000,0
762,0.09,21600,DEBTCONSOLIDATION,D,0,14.84,24,2000,1
763,0.24,82000,EDUCATION,C,1,11.011694892245037,22,20000,0
764,0.26,76042,HOMEIMPROVEMENT,D,1,15.05,23,20000,1
765,0.26,76654,EDUCATION,C,1,13.79,22,20000,1
766,0.24,83500,EDUCATION,C,0,13.48,24,20000,0
767,0.14,21600,VENTURE,A,0,6.76,26,3000,0
768,0.24,84000,PERSONAL,B,0,11.11,23,20000,0
769,0.24,84000,EDUCATION,C,0,13.92,25,20000,0
770,0.2,21600,EDUCATION,B,0,12.53,23,4400,0
771,0.46,21600,DEBTCONSOLIDATION,B,0,11.14,21,10000,0
772,0.25,78996,HOMEIMPROVEMENT,D,0,14.11,24,20000,1
773,0.24,85000,MEDICAL,A,0,7.49,23,20000,0
774,0.24,85000,DEBTCONSOLIDATION,B,0,10.25,25,20000,0
775,0.27,73000,PERSONAL,B,0,12.53,26,20000,1
776,0.07,21816,PERSONAL,B,0,11.86,21,1500,0
777,0.41,21840,VENTURE,A,0,7.88,23,9000,0
778,0.24,85000,HOMEIMPROVEMENT,B,0,11.011694892245037,25,20000,0
779,0.18,21948,VENTURE,D,0,11.011694892245037,24,4000,0
780,0.23,87000,DEBTCONSOLIDATION,C,0,13.85,22,20000,0
781,0.27,21996,PERSONAL,C,0,13.23,23,6000,0
782,0.22,90000,PERSONAL,B,0,11.011694892245037,22,20000,0
783,0.26,78000,HOMEIMPROVEMENT,F,1,18.25,23,20000,1
784,0.22,90000,DEBTCONSOLIDATION,A,0,6.54,24,20000,0
785,0.22,90000,MEDICAL,B,0,11.49,23,20000,0
786,0.22,90000,MEDICAL,B,0,11.49,26,20000,0
787,0.32,22000,EDUCATION,B,0,11.71,22,7000,0
788,0.22,90000,DEBTCONSOLIDATION,C,0,13.57,23,20000,0
789,0.22,91229,EDUCATION,C,0,14.35,25,20000,0
790,0.17,22000,DEBTCONSOLIDATION,B,0,10.65,26,3825,0
791,0.22,92000,VENTURE,F,1,15.65,22,20000,0
792,0.3,22000,VENTURE,A,0,11.011694892245037,22,6500,0
793,0.27,22000,EDUCATION,A,0,6.62,25,5875,1
794,0.22,92407,MEDICAL,B,0,9.25,25,20000,0
795,0.11,22000,MEDICAL,B,0,11.71,22,2400,0
796,0.36,22000,PERSONAL,A,0,5.42,24,8000,0
797,0.21,93492,DEBTCONSOLIDATION,B,0,9.45,26,20000,0
798,0.07,22000,DEBTCONSOLIDATION,A,0,7.49,23,1550,1
799,0.21,94500,PERSONAL,B,0,11.011694892245037,22,20000,0
800,0.24,83000,DEBTCONSOLIDATION,C,0,11.011694892245037,23,20000,1
801,0.21,95000,EDUCATION,B,0,10.99,23,20000,0
802,0.21,95000,HOMEIMPROVEMENT,D,1,11.011694892245037,24,20000,0
803,0.33,22000,VENTURE,A,0,7.66,21,7350,0
804,0.21,96000,MEDICAL,C,0,13.04,23,20000,0
805,0.33,22000,PERSONAL,A,0,7.14,22,7200,0
806,0.23,85200,VENTURE,D,1,15.65,22,20000,1
807,0.2,98000,EDUCATION,B,0,11.83,22,20000,0
808,0.14,22000,DEBTCONSOLIDATION,D,1,16.0,24,3000,0
809,0.2,99000,EDUCATION,D,0,15.28,23,20000,0
810,0.18,22000,DEBTCONSOLIDATION,D,0,15.05,21,4000,0
811,0.39,22000,DEBTCONSOLIDATION,D,0,15.05,22,8500,0
812,0.2,99996,HOMEIMPROVEMENT,C,1,14.22,24,20000,0
813,0.23,87996,HOMEIMPROVEMENT,E,0,16.35,25,20000,1
814,0.34,22000,VENTURE,B,0,10.96,26,7500,0
815,0.2,100000,HOMEIMPROVEMENT,C,0,13.06,25,20000,0
816,0.2,100000,HOMEIMPROVEMENT,C,1,13.06,25,20000,0
817,0.34,22000,VENTURE,E,1,11.011694892245037,25,7500,0
818,0.3,22080,EDUCATION,A,0,11.011694892245037,23,6700,0
819,0.23,74800,MEDICAL,D,1,14.96,22,20000,1
820,0.23,74800,MEDICAL,E,1,17.04,23,20000,1
821,0.2,100000,PERSONAL,B,0,12.21,22,20000,0
822,0.29,22260,PERSONAL,A,0,7.88,25,6400,0
823,0.24,22296,PERSONAL,A,0,5.42,26,5400,0
824,0.19,104000,DEBTCONSOLIDATION,B,0,10.74,26,20000,0
825,0.22,93000,PERSONAL,C,0,13.22,23,20000,1
826,0.21,95000,DEBTCONSOLIDATION,D,1,14.59,23,20000,1
827,0.19,108000,HOMEIMPROVEMENT,C,0,11.011694892245037,25,20000,0
828,0.21,96901,PERSONAL,C,0,11.011694892245037,25,20000,1
829,0.18,110000,EDUCATION,B,0,12.42,23,20000,0
830,0.18,110000,EDUCATION,C,0,14.17,22,20000,0
831,0.18,110000,DEBTCONSOLIDATION,C,0,13.72,22,20000,0
832,0.18,110000,PERSONAL,B,0,10.38,24,20000,0
833,0.18,110000,VENTURE,B,0,11.011694892245037,23,20000,0
834,0.09,22800,PERSONAL,A,0,7.51,22,2000,0
835,0.31,22800,HOMEIMPROVEMENT,B,0,11.71,22,7125,1
836,0.13,22800,PERSONAL,A,0,8.9,23,3000,1
